item	site	category	subcategory	description
Penal Set	Dark Souls 2 Wiki	Armor	+	"Penal Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
     ""Mask of the Lost Sinner. The spikes pointing inward suggest that this was not only used to blind prisoners, but to torture them as well."" Effect: Raises equipment load  ""Straightjacket of the Lost Sinner. A tightly cinched belt presses against the waist.""  ""Handcuffs of the Lost Sinner. Increases the power of pyromancy. A device used to restrict use of the hands."" Effect: Raises power of pyromancies  ""Skirt worn by the Lost Sinner. A tattered skirt that the guilty wear in shame.""  ""By now, no one knows who this was used to punish, or for what reason.""
"
Brigand Set	Dark Souls 2 Wiki	Armor	+	"Brigand Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
     ""Hood/Armor/Gauntlets/Trousers donned by looting brigands.""  Hood: ""Mountains surround Drangleic on three sides. Most travelers who try to cross them end up hapless prey to the countless brigands lurking there.""  Rest of set: ""This armor may appear shoddy, but is in fact a very functional piece of work, its materials meticulously crafted together.""
"
Grave Warden Set	Dark Souls 2 Wiki	Armor	+	"Grave Warden Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
      Hood changed to: ""Hood worn by a Grave Warden sorcerer. The man claims to have sealed himself away, but who's ever heard of sentient magic?  It is no doubt difficult to judge the veracity of the man's words, but this hood certainly seems to possess an unusual power.""  ""Robe/Gloves/Leggings worn by a Grave Warden sorcerer. He calls himself Navlaan, now.""
"
Hollow Soldier Set	Dark Souls 2 Wiki	Armor	+	"Hollow Soldier Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
   ""Helm (armor, gloves, leggings) worn by Hollowed Royal Soldiers. Appears to be crafted with quality materials, but is highly degraded and close to falling apart. Wearing this will be of little use.""   
"
Drakekeeper Set	Dark Souls 2 Wiki	Armor	+	"Drakekeeper Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
    ""Giant onyx armor (helmet/gauntlets/leggings).  Something dark indeed eats away at the drakekeepers, eternal guardians of the shrine."" 
"
Infantry Set	Dark Souls 2 Wiki	Armor	+	"Infantry Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
   ""Helmet/Armor/Helm/Gloves worn by Drangleic infantry.  Apiece of basic, minimal equipment. At least it's light and easy-to-use.""
"
Old Knight Set	Dark Souls 2 Wiki	Armor	+	"Old Knight Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
     ""Old undated Armor/Gauntlets/Leggings.  How old could this nearly-crumbling armor be?  Has extremely low durability.  Sometimes, just as a thing falls to pieces, it unleashes its last flash of great power...""
"
Heide Knight Set	Dark Souls 2 Wiki	Armor	+	"Heide Knight Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
"
Aurous Set	Dark Souls 2 Wiki	Armor	+	"Aurous Set is an Attire or Armor in  Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
  ""Helm/Armor/Gauntlets/Leggings of kings of the desert land of Jugo. First worn by Aurous, the land's heroic founder.  According to legend, the armor of Aurous is composed of a mysterious substance that cannot be seen by cowards. What do your eyes tell you? ""
"
Faraam Set	Dark Souls 2 Wiki	Armor	+	"Faraam Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
   ""Helmet (Armor/Gauntlets/Boots) blessed by the war god Faraam.""  ""This helmet (armor/gauntlets/boots) is designed in the style of the Lion Knights, a once-mighty order from Forossa. Although the Lion Knights wore heavy armor, they were feared for their nimble two-handed swordplay.  But their legacy was cut short with the fall of Forossa.""
"
Cale's Set	Dark Souls 2 Wiki	Armor	+	"Cale's Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
    ""Helmet/Armor/Leggings of a light mirrah foot soldier. belonged to Cale the Cartographer.  Apparently Cale procured this inexpensively second-hand, but it's surprisingly well-made.""
"
Throne Watcher Set	Dark Souls 2 Wiki	Armor	+	"Throne Watcher Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
    ""Helm/Armor/Gauntlets/Leggings worn by the Throne Watcher. Has high magic defense.  The Watcher waited by the throne for ages. Will all his waiting ever be rewarded?""    
"
Priestess Set	Dark Souls 2 Wiki	Armor	+	"Priestess Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
      ""Robe worn by Drangleic clerics.""  ""The clerics of Drangleic have retained their status throughout the ages, but were always at arms length from the royal family, as if their existence was little more than a formality.""  ""It is customary for clerics to wear different garb depending on their area, but the reason for this practice is unknown...  This is a woman's robe."" 
"
Leydia Black Set	Dark Souls 2 Wiki	Armor	+	"Leydia Black Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
     ""Hood/Robe worn by Leydia witches.   Leydia apostles worship Galib, god of disease. They once resided in the Undead Crypt beside Fenito.   The Leydia witches grew conceited, and began to manipulate both the onset and curing of disease, making themselves the effective gatekeepers of the crypt.""
"
Lucatiel's Set	Dark Souls 2 Wiki	Armor	+	"Lucatiel's Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
"
Desert Sorceress Set	Dark Souls 2 Wiki	Armor	+	"Desert Sorceress Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
    ""Sorceress hood from the distant land of Jugo. Appears to be a plain, thin fabric, but is permeated with powerful magic.  Desert Sorceresses have enchanting looks, and they use them to catch people off guard.  Oddly enough, even those who are perceptive enough to realize the ploy fall prey to their seductions with alarming regularity.""
"
Manikin Set	Dark Souls 2 Wiki	Armor	+	"Manikin Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
     ""Mask of the Manikins of Harvest Valley. A fickle queen gave them life, and tore off their faces. How else could she forgive those who dared gaze upon her?""  Top/Gloves/Boots: ""[Armor piece] of the manikins of Harvest Valley.  The peculiar art of puppetry is vestige of the two lost lands. A queen breathed life into these dolls with the very miasma that afflicted her poison-drenched bosom, so that she would have slaves to serve her temperamental will.""  
"
Ironclad Set	Dark Souls 2 Wiki	Armor	+	"Ironclad Set is an Attire or Armor in Dark Souls 2.
     ""An old armor that is oddly comfortable. Belonged to a Ironclad. To this day, the forbidden love of Prince of Alken and the Princess of Venn manipulates these marionettes. Surely they never imagined that their dolls would outlast their own kingdoms.""
Scholar of the First Sin Changed to:""Armor worn by Ironclad Soldiers. Provides high defense, but is so heavy that it requires great strength to move.
The Ironclad Soldiers were minions created by the Old Iron King, their life granted by an enchantment of souls. By now this is again an iron husk, and fit to wear.
Once, the Old King could have unraveled the greater mysteries with the aid of his great soul, but he was led astray by his enormous fortune, becoming nothing more than a vulgar hedonist""
"
Forlorn Set	Dark Souls 2 Wiki	Armor	+	"The Forlorn Set is an Armor introduced in Dark Souls 2: Scholar of the First Sin for Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
  ""Hood/Armor/Gauntlets/Leggings of the Forlorn,  who wander the land of the Undead.   Born of Aldia's obsession with the First Sin, the Forlorn lost both their corporeal form and a world to call their own. Now they drift into other worlds, ever in search of a home.   But without self, one has neither beginning nor end, and so the Forlorn have only to wander.""
"
Agdayne's Set	Dark Souls 2 Wiki	Armor	+	"Agdayne's Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
  ""Robe/Cuffs/Kilt worn by Agdayne of the Undead Crypt.   Life itself is suffering; or karma, as some have called it.   The embrace of death awaits all things. But does death mean an end to suffering?""
"
Dragonrider Set	Dark Souls 2 Wiki	Armor	+	"Dragonrider Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
  Armor worn by the dragonriders, King Vendricks royal guard. According to legend, the dragonriders astride not horses, but wyrms. Aspiring dragonriders who had not the mettle to handle their training were torn apart by their wyrms, and those who survived emerged with deific strength.
"
Gyrm Set	Dark Souls 2 Wiki	Armor	+	"Gyrm Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
"
Looking Glass Set	Dark Souls 2 Wiki	Armor	+	"Looking Glass Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
"
Bell Keeper Set	Dark Souls 2 Wiki	Armor	+	"Bell Keeper Set is an Attire or Armor in Dark Souls 2.
    ""An old armor that is oddly comfortable. Belonged to a Bell Keeper. To this day, the forbidden love of Prince of Alken and the Princess of Venn manipulates these marionettes. Surely they never imagined that their dolls would outlast their own kingdoms.""   
   
     
First row = Regular. Second row = +10
"
White Hollow Mage Set	Dark Souls 2 Wiki	Armor	+	"White Hollow Mage Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
    ""Hood/Robe worn by Hollowed Drangleic mages.  Drangleic mages wore different garb depending on their sex. What function this served, however, is unknown, as with many old practices. This is a men's hood/robe.""
"
Alonne Knight Set	Dark Souls 2 Wiki	Armor	+	
Old Ironclad Set	Dark Souls 2 Wiki	Armor	+	"Old Ironclad Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
     ""Armor description"" old armor worn by ironclad soldiers. Boasts high defence, but extremely heavy.  One day, warriors wearing decrepit armor emerged from drangleic castle, and quietly assumed positions amongst the royal army.  not one of them ever spoke a word, or revealed the face under the mask.""
"
Targray's Set	Dark Souls 2 Wiki	Armor	+	"Targray's Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
    ""Helm of one who guides others. Belonged to Targray, Knight of the Blue.  Targray can appear obtuse, but the blue knight means no harm. He only wishes to offer guidance to those in need, for that is his purpose.""  ""[armor piece] of one who guides others. Belonged to Targray, Knight of the Blue.  The Blue Sentinels have vowed to uplift themselves from tireless training and selfless adherence to order and justice. May this/these [armor piece] ease their difficult journey."" 
"
Varangian Set	Dark Souls 2 Wiki	Armor	+	"Varangian Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
    "" Helm (Amour. cuffs, leggings) worn by Varagians, that terrorized nearby seas. The coastline stretches far in northern Drangleic. Beyond this Northern Sea is an unexplored continent, said to be the home of things inhuman.""
"
Lion Mage Set	Dark Souls 2 Wiki	Armor	+	"Lion Mage Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
"
Tattered Cloth Set	Dark Souls 2 Wiki	Armor	+	"Tattered Cloth Set is an Attire or Armor in Dark Souls 2.
      ""Hood/Armor/Gloves/Boots favored by pyromancers. They appear tattered but in fact the fabric is reinforced with pyromancy.  Magic is no show. It is an art that allows mere mortals to glimpse into the very fabric of what is and may be.""  
"
Dark Set	Dark Souls 2 Wiki	Armor	+	"Dark Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
   ""Mask/Armor/Gauntlets/Leggings of a knight subsumed by dark.No one knows the true identity of these men who are said to freely manipulate dark. Old foreign legends describe them as poor souls who chased the lost art of life drain.""
"
Monastery Set	Dark Souls 2 Wiki	Armor	+	"Monastery Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
      ""A traditional sacred headcloth/longshirt/gloves/skirt crafted at Lindelt Monastery. Made of lightweight, flowing white fabric.   The ceremonial design suggests that they revered whatever it was they watched over.  The purity of the garment, however, neatly symbolizes the fraudulence found at the very heart of the monastery.""
"
Jester's Set	Dark Souls 2 Wiki	Armor	+	
Dragon Acolyte Set	Dark Souls 2 Wiki	Armor	+	"Dragon Acolyte Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
  Hood changed to: ""Hood worn by a Dragon Acolyte sorcerer. The man claims to have sealed himself away, but who's ever heard of sentient magic?  It is no doubt difficult to judge the veracity of the man's words, but this hood certainly seems to possess an unusual power.""  ""Robe/Gloves/Leggings worn by a Dragon Acolyte sorcerer. He calls himself Navlaan, now.""
"
Llewellyn Set	Dark Souls 2 Wiki	Armor	+	"Llewellyn Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
"
Pate's Set	Dark Souls 2 Wiki	Armor	+	"Pate's Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
     Although it appears to be common helmet/armor/gloves/trousers, it has in fact been meticulously customized. Belonged to mild-mannered Pate.  This has been considerably altered. Perhaps it was pillaged.     
"
King's Set	Dark Souls 2 Wiki	Armor	+	"King's Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
"
Ruin Set	Dark Souls 2 Wiki	Armor	+	"Ruin Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
    ""Armor worn by the jailer's creation, the Ruin Sentinel.  The sentinel has no form, its soul residing within the armor itself. Stare at it for long and it seems ready to spring to life, but surely, such is an illusion.""
"
Black Leather Set	Dark Souls 2 Wiki	Armor	+	"Black Leather Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
   ""Armor dyed black.    Allows the wearer to blend in with the dark. Often used by those with ill-intent. Meticulously crafted, and provides fair defense.""
"
Havel's Set	Dark Souls 2 Wiki	Armor	+	"Havel's Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
"
Hexer's Set	Dark Souls 2 Wiki	Armor	+	" Hexer's Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
"
Falconer Set	Dark Souls 2 Wiki	Armor	+	"Falconer Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
  ""Helm (Armor/Gloves/Boots) worn by the Volgen Falconers.""  ""Domestic Volgen soldiers are infamously timid, so it is no wonder that this fierce band of mercenary falconers was hired to compensate.  In practice they serve as bodyguards for the affluent elite, and they serve well, such that nobody dares scrutinize their backgrounds.""
"
Elite Knight Set	Dark Souls 2 Wiki	Armor	+	"Elite Knight Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
"
Imperious Set	Dark Souls 2 Wiki	Armor	+	"Imperious Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
     ""Helmet/Armor/Gauntlets,Leggings worn by once-proud knights.  Relics of a party who long ago attempted to conquer the Undead Crypt.  For this act of conceit they will never rest in peace, and instead serve as crypt guardians.""
"
Rogue Set	Dark Souls 2 Wiki	Armor	+	"Rogue Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
     ""An old armor that is oddly comfortable. Belonged to a Rogue. To this day, the forbidden love of Prince of Alken and the Princess of Venn manipulates these marionettes. Surely they never imagined that their dolls would outlast their own kingdoms.""   
"
Black Set	Dark Souls 2 Wiki	Armor	+	"Black Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
    ""Black Hood/Robe/gloves/Boots Belonged to Straid of Olaphis.  Straid was invited to the old kingdom of Olaphis for his wisdom, but its depth was such that people soon feared him, and in the end Straid was led into a dreadful trap.  Straid spent several lifetimes as stone. During this hiatus, kingdoms rose and fell, until the land called Drangleic came to be.""
"
Steel Set	Dark Souls 2 Wiki	Armor	+	
Chaos Set	Dark Souls 2 Wiki	Armor	+	"Chaos Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
    Hood changed to: ""Hood worn by a chaos sorcerer. The man claims to have sealed himself away, but who's ever heard of sentient magic?  It is no doubt difficult to judge the veracity of the man's words, but this hood certainly seems to possess an unusual power.""  ""Robe/Gloves/Leggings worn by a chaos sorcerer. He calls himself Navlaan, now.""
"
Black Dragon Set	Dark Souls 2 Wiki	Armor	+	"Black Dragon Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
"
Nahr Alma Set	Dark Souls 2 Wiki	Armor	+	"Nahr Alma Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their  Builds
   ""Hood/Robes worn by servants of Nahr Alma, god of blood. Increases souls acquired for each kill. Belonged to Titchy Gren.  Those who profess faith in Nahr Alma have rejected all that is this world, and vow to travel a path stained with blood.""   From Beta:  ""Armor worn by Titchy Gren.   Blessed with the protection of the god of war Nahr Alma. This armor is much heavier than it looks, overwhelmed by the blood that it has absorbed.""
"
Hunter Set	Dark Souls 2 Wiki	Armor	+	"Hunter Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
   ""An old armor that is oddly comfortable. Belonged to a Hunter. To this day, the forbidden love of Prince of Alken and the Princess of Venn manipulates these marionettes. Surely they never imagined that their dolls would outlast their own kingdoms.""
"
Throne Defender Set	Dark Souls 2 Wiki	Armor	+	"Throne Defender Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
    ""[armor piece] worn by the Throne Defender.  The Defender has stood by the throne for ages. Will his wait be worth the while?""   
"
Velstadt's Set	Dark Souls 2 Wiki	Armor	+	"Velstadt's Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
  ""Helmet/Armor/Gauntlets/Leggings worn by the Royal Aegis. Originally imbued with the power of miracles, now soaked with dark after extended exposure in the Undead Crypt.  A knight from a faraway land was lured to this accursed land, but forgot even why he came, eventually reduced to a shadow of his former self.""
"
Alva Set	Dark Souls 2 Wiki	Armor	+	"Alva Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
  ""Helmet/Armor/Gauntlets/Leggings worn by Alva the Wayfarer  Light but offers very high defense.  Alva crossed many a land in search of a cure for Saint Serreta's sickness, but failed and relinquished his knighthood.   Scholar of the First Sin changed to:  Light but offer very high defense.  Alva crossed many a land in search of a cure for Saint Serreta's sickness, but failed and relinquished his knighthood.  Alva was once wracked with guilt and remorse, but rediscovered his purpose in life with the aid of the witch who once plotted against him.""
"
Benhart's Set	Dark Souls 2 Wiki	Armor	+	"Benhart's Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
"
White Priest Set	Dark Souls 2 Wiki	Armor	+	"White Priest Set is an Attire or Armor in Dark Souls 2.
    Hood changed to: ""Hood worn by a White Priest sorcerer. The man claims to have sealed himself away, but who's ever heard of sentient magic?  It is no doubt difficult to judge the veracity of the man's words, but this hood certainly seems to possess an unusual power.""  ""Robe/Gloves/Leggings worn by a White Priest sorcerer. He calls himself Navlaan, now.""   
"
Astrologist's Set	Dark Souls 2 Wiki	Armor	+	" Astrologist's Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
   ""Astrologists believe that magical powers can be obtained at moments of special heavenly alignment.  Even the collective wisdom of the Melfian Magic Academy cannot pull magic out of the sky, but the ideas of the astrologists led to the creation of new and very useful magic devices.""
"
Wanderer Set	Dark Souls 2 Wiki	Armor	+	"Wanderer Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
     ""A hood/coat/manchettes/boots for the roving type.  Light, sturdy leather made for long journeys.""  
"
Catarina Set	Dark Souls 2 Wiki	Armor	+	"Catarina Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
    ""Helm/Armor/Gauntlets/Leggings-Distinctively shaped apparel worn by the Knights of Catarina.  Outside Catarina, they are often ridiculed for their Onion-like shape, infuriating the proud knights, but masterfully forged curved design makes it very effective for parrying.""  Changed to:  ""Odd helmet/armor/gauntles/leggings shaped like an onion.  This [armor piece] appears rather absurd, but its multi-faced construction is in fact quite practical as it effectively deflects physical attacks.  The old tales speak of brave Catarina knight wearing this [armor piece] as they rushed courageously into battle.""
"
Executioner Set	Dark Souls 2 Wiki	Armor	+	"Executioner Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
   ""Black Helmet/Armor/Gauntlets/Leggings worn by the executioner of the Undead Purgatory. The spikes are designed to evoke fear.  The executioner mercilessly put down countless Undead, but how could he know that it was never his own will, but that of the chariot horse?""
"
Syan's Set	Dark Souls 2 Wiki	Armor	+	"Syan's Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
   ""Replica of the armor of the loyal knight Syan. This solidly-crafted gear offers high defense.  Sir Syan was widely known as the Kingdom's most loyal knight, and when the Giants invaded, he volunteered to lead the advance party, but he was slaughtered most dishonorably.  The King commissioned replicas of Syan's accoutrements and bestowed them on promising knights, but not long after they donned the armor did most go thoroughly mad.""
"
Drangleic Set	Dark Souls 2 Wiki	Armor	+	"Drangleic Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
   ""A traditional Drangleic helmet. Belonged to Captain Drummond.  In his day, King Vendrick was fair and just, and expected the same of his liegemen.  This helm was proof of King Vendrick's trust, an honor, until his transfiguration.""  ""Traditional Drangleic Armour/Gauntlets/Leggings. Belonged to Captain Drummond.  Drummond's ancestors have served Drangleic for generations, principally as defenders of the great fort, but Captain Drummond is the last in this proud line."" 
"
Black Witch Set	Dark Souls 2 Wiki	Armor	+	"Black Witch Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
  ""Robe worn by Zullie the witch,seducer of Alva of Wayfarer. Boasts excellent magic defense.  When Zullie the witch learned of Alva's dedication to Saint Serrate she used all manner of tricks and deceit to ruin him, but in the end she would spend her life with him, supporting his endeavors.""  Scholar of the First Sin added:  ""The witch, as unloving as she was unloved, finally found illumination through her blighted existence.""
"
Imported Set	Dark Souls 2 Wiki	Armor	+	"Imported Set is an Attire or Armor in Dark Souls 2. Armor sets do not provide specific benefits, so players are free to mix and match their preferred parts to optimize their Builds.
"
